C:\Users\Mike\PycharmProjects\readability\labeled_data_december\0.txt	1.9391304347826088	0.7173913043478262	6.842105263157895	0.6606442577030812	2.7368421052631575	0.11739130434782609	0.3157894736842105	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\1.txt	2.0050251256281406	0.7185929648241206	6.608695652173913	0.7040187952750767	1.8695652173913042	0.22110552763819097	0.13043478260869565	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\10.txt	2.0854271356783918	0.7437185929648241	7.0	0.6867188863757071	1.8499999999999996	0.1206030150753769	0.2	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\11.txt	1.477064220183486	0.6146788990825689	5.23076923076923	0.7803516819571866	1.6153846153846154	0.24770642201834864	0.15384615384615385	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, coord_conjs_num, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\12.txt	1.8378378378378382	0.6126126126126126	6.333333333333334	0.7824967824967826	1.6666666666666667	0.11711711711711711	0	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\13.txt	1.6042780748663104	0.625668449197861	7.375	1.1659027247262541	2.0	0.1764705882352941	0.1875	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\14.txt	1.880281690140845	0.7746478873239436	6.1764705882352935	0.642216937991586	1.2941176470588236	0.11971830985915492	0.11764705882352941	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\15.txt	2.081632653061224	0.7346938775510204	4.571428571428571	1.303001200480192	1.5714285714285712	0.061224489795918366	0	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, no_predic, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, inverse, s_pro	three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\16.txt	2.08974358974359	0.8205128205128205	4.133333333333334	0.37051282051282053	0.7999999999999999	0.1282051282051282	0.06666666666666667	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, sent_two_homogen, no_predic, verbs_pers,	two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, a_pro,	gen, ins, coord_conjs_num, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\17.txt	2.025974025974026	0.8961038961038962	4.4	0.6291708291708292	0.8	0.10389610389610389	0.06666666666666667	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, no_predic, sent_complic_soch, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, adv, numeral, a_pro,	gen, ins, coord_conjs_num, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\18.txt	2.0	0.6533333333333332	4.625	0.9153030303030303	2.25	0.17333333333333334	0.25	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, abl, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\19.txt	2.1	0.825	4.125	0.6861111111111112	1.375	0.2	0	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, no_predic, sent_complic_soch, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, numeral,	gen, ins, coord_conjs_num, inverse,	three_syl_3rd_stressed, three_syl_cc_on_the_edge,	
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\2.txt	1.9881656804733725	0.7455621301775147	8.666666666666666	0.954084000464091	3.583333333333333	0.11242603550295859	0.41666666666666663	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\20.txt	2.1386138613861387	0.900990099009901	4.933333333333333	0.8082055697208517	1.2	0.18811881188118812	0	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,	two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge,	
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\21.txt	1.8588235294117648	0.7411764705882353	4.0	0.8722222222222222	1.6428571428571428	0.16470588235294115	0.14285714285714285	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\22.txt	2.013574660633484	0.669683257918552	5.5200000000000005	1.1425497378438556	1.88	0.14027149321266968	0.24	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\23.txt	1.9500000000000002	0.7454545454545456	8.333333333333332	0.7127941742399574	3.6666666666666665	0.16818181818181815	0.6666666666666667	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\24.txt	1.8074074074074074	0.674074074074074	7.272727272727272	0.9350975975975976	2.4090909090909087	0.16666666666666666	0.2727272727272727	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\25.txt	2.097872340425532	0.8638297872340425	6.2592592592592595	1.1167864050842775	1.4814814814814814	0.17021276595744683	0.18518518518518517	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\26.txt	1.8078291814946619	0.6797153024911031	6.920000000000001	1.0674379692104186	2.0	0.1423487544483986	0.28	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\27.txt	2.02212389380531	0.8008849557522124	6.160000000000001	0.9086164361858634	2.8800000000000003	0.11946902654867257	0.08	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\28.txt	1.9703264094955493	0.7507418397626113	5.375	0.8622084475488322	3.15625	0.1810089020771513	0.375	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\29.txt	2.0	0.6704545454545453	8.61111111111111	1.2146103896103897	3.2222222222222223	0.1590909090909091	0.4444444444444444	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\3.txt	1.9417475728155336	0.6990291262135921	6.899999999999999	0.5754679865473697	2.2	0.17475728155339804	0	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers,	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\30.txt	1.9947089947089947	0.6984126984126985	8.071428571428573	0.7226489161973033	3.0714285714285716	0.13756613756613756	0.2857142857142857	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,	nom, acc, dat, abl, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, adv, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\31.txt	2.114285714285714	0.7306122448979593	5.724137931034482	0.8365265396624281	1.4482758620689653	0.09387755102040816	0.20689655172413793	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\32.txt	1.9578947368421054	0.7789473684210526	8.571428571428571	1.881007442849548	2.7857142857142856	0.14210526315789473	0.42857142857142855	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_two_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num,
C:\Users\Mike\PycharmProjects\readability\labeled_data_december\33.txt	1.9826388888888888	0.7395833333333333	6.592592592592593	1.028297152194211	2.444444444444444	0.1388888888888889	0.37037037037037035	stressed_first_v, c_in_the_end, c_in_the_beginning, two_syl_open_syls, three_syl_open_syls, one_syl, two_syl	one_syl_cvc, one_syl_begin_cc, two_syl_begin_cc, two_syl_1th_stressed, three_syl_2nd_stressed, two_syl_2nd_stressed, three_syl_1th_stressed, three_syl_cv_pattern, four_syl_cv_pattern,	nom, acc, dat, abl, sent_simple, sent_two_homogen, sent_three_homogen, no_predic, sent_complic_soch, verbs_pers, parenth	one_syl_end_cc, two_syl_middle_cc, three_syl_begin_cc, three_syl_middle_cc, three_syl_end_cc, four_syl_cc_on_the_edge, five_syl_cv_pattern, adv, numeral, a_pro,	gen, ins, coord_conjs_num, sent_complic_depend, inverse, s_pro	three_syl_3rd_stressed, three_syl_cc_on_the_edge, five_syl_cc_on_the_edge,	alt_conjs_num, particip_clause
